Activity database;Activity code;Activity name;Activity unit;Activity type;OPENLCA names;Exchange database;Exchange input;Exchange amount;Exchange unit;Exchange type;Exchange uncertainty type;Exchange loc;Exchange scale;Exchange negative;Ecospold_code_OPENLCA
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;;CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;market for methanol | methanol | Consequential, U - GLO;ecoinvent 3.4 conseq;3d820bee37a3e53f941d7f08438eccea;1.379310345;kilogram;technosphere;2;0.321583624;0.000001;FALSE;
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;7.551724138;megajoule;technosphere;2;2.0217759;0.000001;FALSE;
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;market for dimethyl carbonate | dimethyl carbonate | Consequential, U - GLO;ecoinvent 3.4 conseq;9c31e46956711bf1cb010b590cf33e5b;-1.482758621;kilogram;technosphere;2;0.393904286;0.000001;TRUE;
CCU;CO2_to_DMC_eth_carb_trans [CO2_treatment];CO2_to_DMC_eth_carb_trans [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.61;kilogram;biosphere;2;-0.494296322;0.000001;FALSE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;;CCU;CO2_to_CO_rWGS [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];0.045540797;kilogram;technosphere;2;-3.089146718;0.000001;FALSE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.974067046;kilowatt hour;technosphere;2;-0.026275142;0.000001;FALSE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;1.616698292;megajoule;technosphere;2;0.480385978;0.000001;FALSE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;market for carbon monoxide | carbon monoxide | Consequential, U - RER;ecoinvent 3.4 conseq;afd040d807b76ffb580471cfda7ea02a;-0.632511069;kilogram;technosphere;2;-0.458057558;0.000001;TRUE;
CCU;CO2_to_CO_rWGS [CO2_treatment];CO2_to_CO_rWGS [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.006325111;kilogram;biosphere;2;-5.063227744;0.000001;FALSE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;;CCU;CO2_to_CO_DRM [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;7.615384615;kilowatt hour;technosphere;2;2.030170493;0.000001;FALSE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;market for natural gas, high pressure | natural gas, high pressure | Consequential, U - DE;ecoinvent 3.4 conseq;d156f88bb4654c2834691b261bada299;0.340136054;cubic meter;technosphere;2;-1.078409581;0.000001;FALSE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;market for steam, in chemical industry | steam, in chemical industry | Consequential, U - GLO;ecoinvent 3.4 conseq;e9243150c886442b26b88cddd55a8311;-0.220879121;kilogram;technosphere;2;-1.510139691;0.000001;TRUE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;-0.369230769;megajoule;technosphere;2;-0.99633344;0.000001;TRUE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;market for carbon monoxide | carbon monoxide | Consequential, U - RER;ecoinvent 3.4 conseq;afd040d807b76ffb580471cfda7ea02a;-1.098901099;kilogram;technosphere;2;0.094310679;0.000001;TRUE;
CCU;CO2_to_CO_DRM [CO2_treatment];CO2_to_CO_DRM [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];-0.054945055;kilogram;technosphere;2;-2.901421594;0.000001;TRUE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;;CCU;CO2_to_DME_SG [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.459940653;kilowatt hour;technosphere;2;-0.776657813;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for natural gas, high pressure | natural gas, high pressure | Consequential, U - DE;ecoinvent 3.4 conseq;d156f88bb4654c2834691b261bada299;0.434506147;cubic meter;technosphere;2;-0.833545188;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for steam, in chemical industry | steam, in chemical industry | Consequential, U - GLO;ecoinvent 3.4 conseq;e9243150c886442b26b88cddd55a8311;0.041543027;kilogram;technosphere;2;-3.181025601;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for water, decarbonised, at user | water, decarbonised, at user | Consequential, U - GLO;ecoinvent 3.4 conseq;6a3eca9d84047af8d2343e0a111d37fd;43.62017804;kilogram;technosphere;2;3.775519842;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for refrigerant R134a | refrigerant R134a | Consequential, U - GLO;ecoinvent 3.4 conseq;d21b54a0c4e40aa4326b0139affecdfa;4.74777E-08;kilogram;technosphere;2;-16.86300477;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for wastewater, average | wastewater, average | Consequential, U -  Europe without Switzerland;ecoinvent 3.4 conseq;53976c9f8fa5a38d85c6f802e6f12d4f;0.014569733;kilogram;technosphere;2;-4.228808989;0.000001;FALSE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;market for dimethyl ether | dimethyl ether | Consequential, U - GLO;ecoinvent 3.4 conseq;d72533a1c5fefb7677c2afee878ad387;-0.569732938;kilogram;technosphere;2;-0.562587558;0.000001;TRUE;
CCU;CO2_to_DME_SG [CO2_treatment];CO2_to_DME_SG [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.913946588;kilogram;biosphere;2;-0.089983147;0.000001;FALSE;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;;CCU;CO2_to_FA_elec_lp [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;9.208588957;kilowatt hour;technosphere;2;2.220136631;0.000001;FALSE;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;market for water, ultrapure | water, ultrapure | Consequential, U - GLO;ecoinvent 3.4 conseq;a4ba1e68fcbf8f0456104e3e293e4375;0.717791411;kilogram;technosphere;2;-0.331576266;0.000001;FALSE;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;market for formic acid | formic acid | Consequential, U - RER;ecoinvent 3.4 conseq;ea938f994afbd77ddc33c842bf400bdd;-1.022494888;kilogram;technosphere;2;0.022245609;0.000001;TRUE;
CCU;CO2_to_FA_elec_lp [CO2_treatment];CO2_to_FA_elec_lp [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8; 35.78732 ;megajoule;technosphere;2;3.57759367;0.000001;FALSE;db95401e-e3f4-3bf0-87b0-10b4843e9931
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;;CCU;CO2_to_FA_hydro [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];0.045685279;kilogram;technosphere;2;-3.085979151;0.000001;FALSE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.538071066;kilowatt hour;technosphere;2;-0.619764635;0.000001;FALSE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;9.173604061;megajoule;technosphere;2;2.216330236;0.000001;FALSE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for formic acid | formic acid | Consequential, U - RER;ecoinvent 3.4 conseq;ea938f994afbd77ddc33c842bf400bdd;-1.015228426;kilogram;technosphere;2;0.015113638;0.000001;TRUE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.029441624;kilogram;biosphere;2;-3.525345811;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;;CCU;CO2_to_FT [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;1.899801587;kilowatt hour;technosphere;2;0.641749453;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;88.58928571;megajoule;technosphere;2;4.484010922;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for water, ultrapure | water, ultrapure | Consequential, U - GLO;ecoinvent 3.4 conseq;a4ba1e68fcbf8f0456104e3e293e4375;2.392857143;kilogram;technosphere;2;0.872488109;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for kerosene | kerosene | Consequential, U - Europe without Switzerland;ecoinvent 3.4 conseq;57675533f86120bfe21625d88d57eae5;-0.146446429;kilogram;technosphere;2;-1.921095593;0.000001;TRUE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for naphtha | naphtha | Consequential, U - RER;ecoinvent 3.4 conseq;314b7e873f731f0acf04d56b3632a70b;-0.114964286;kilogram;technosphere;2;-2.163133758;0.000001;TRUE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;;CCU;CO2_to_DMM [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;;CCU;Marginal_mix_CO2_long_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;;CCU;Production [H2_from_PEM];0.124293785;kilogram;technosphere;2;-2.085107279;0.000001;FALSE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.129943503;kilowatt hour;technosphere;2;-2.040655517;0.000001;FALSE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;4.316384181;megajoule;technosphere;2;1.462418057;0.000001;FALSE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for diesel | diesel | Consequential, U - Europe without Switzerland;ecoinvent 3.4 conseq;c4fb220ba489794aa0fc0089960bf879;-0.309010371;kilogram;technosphere;2;-1.174380439;0.000001;TRUE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.01920904;kilogram;biosphere;2;-3.952374301;0.000001;FALSE;
